gender_M,gender_F,user_id,zip_code,occupation_0,occupation_1,occupation_2,occupation_3,occupation_4,occupation_5,occupation_6,occupation_7,occupation_8,occupation_9,occupation_10,occupation_11,occupation_12,occupation_13,occupation_14,occupation_15,occupation_16,occupation_17,occupation_18,occupation_19,occupation_20,age_1,age_18,age_25,age_35,age_45,age_50,age_56,user_avg_rating_Action,user_avg_rating_Adventure,user_avg_rating_Animation,user_avg_rating_Children,user_avg_rating_Comedy,user_avg_rating_Crime,user_avg_rating_Documentary,user_avg_rating_Drama,user_avg_rating_Fantasy,user_avg_rating_Film-Noir,user_avg_rating_Horror,user_avg_rating_Musical,user_avg_rating_Mystery,user_avg_rating_Romance,user_avg_rating_Sci-Fi,user_avg_rating_Thriller,user_avg_rating_War,user_avg_rating_Western
0,1,11,04093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5394966010929325,3.099282040471812,0.4511883639059735,1.6211271292545124,3.1666666666666665,4.3621624455093135,1.7470144702194945,3.685185185185154,1.7470144702194945,0.0,2.7278461401317626,3.0605707431875158,3.0605707431875158,3.0909033708690257,1.5912435817435282,3.4443741794882508,3.4098076751647035,1.3535650917179205
1,0,12,32793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7285923972853787,3.8952718549659298,0.0,2.2559418195298675,3.2364431047327162,3.566479684359927,0.0,4.3300981281637005,0.0,1.3535650917179205,1.3535650917179205,2.2559418195298675,1.3535650917179205,1.3535650917179205,1.804753455623894,3.6170381510397913,1.3535650917179205,0.0
1,0,13,93304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.393939393939394,3.3333333333333335,2.0964173642633934,3.330844713972078,2.9999388014897663,3.223253322090685,0.0,3.863629213586282,3.213562926457997,1.3535650917179205,2.782337039261378,2.4458202583072923,2.7278461401317626,3.3063370304541437,3.5405405397319436,3.449978802467381,4.203152213797858,2.225869631409102
1,0,14,60126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.9551666518094093,0.0,0.0,0.0,2.8513394772340677,2.782337039261378,0.0,3.537011706997456,0.0,0.0,2.273205116776469,0.0,2.2559418195298675,3.404366971434476,2.4458202583072923,2.500525628454116,2.2559418195298675,0.0
1,0,15,22903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3571428571428488,3.1739098199522875,2.7952231523511912,2.50410333533524,3.0,3.2187499852350085,0.0,3.481012658227848,3.0957281871356415,1.7470144702194945,2.8928116186876673,3.63712818684235,3.3157523518134164,3.1199990455847604,3.277710912738819,3.4603174603174605,3.7676863835407683,3.0605707431875158
0,1,16,20670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2514386815531937,2.470553622243554,3.864448698519997,2.500525628454116,3.1818122935416437,0.4511883639059735,0.0,2.9551666518094093,0.0,1.3535650917179205,1.3976115761755956,2.2559418195298675,1.804753455623894,3.2682751591498436,3.0406813812228357,2.660596208569981,0.902376727811947,1.3976115761755956
1,0,17,95350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,4.085714282616268,4.488845615205001,4.266914791112295,4.3333333224241715,4.1363559816041375,2.2559418195298675,4.144927536231884,4.424370751366166,4.3300981281637005,3.749976959203675,3.494028940438989,4.424370751366166,4.132823239476442,4.008620689655173,3.99999999999999,4.496640363862305,2.7952231523511912
0,1,18,95825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.173228346456693,3.3580246913580245,4.380952380902568,3.858974358974359,3.525,3.4545454458486407,0.0,3.9611650485436893,3.545454536528868,3.6170381510397913,2.8142983519414924,4.499991672294611,3.96708101180392,3.9318181818047164,3.4545454545336236,3.0476190475843947,3.9999865119390634,3.5394966010929325
1,0,19,48073,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6464646464646466,3.659090909078378,3.6666666108234076,3.466666613869404,3.8783783783783785,4.132823239476442,1.3535650917179205,3.8205128202500176,3.595167166947302,1.804753455623894,3.25862068965517,3.764565947035542,2.9864502571721623,3.8571298507983824,3.2222222222221952,3.403846153846058,3.5910764921640013,1.7470144702194945
1,0,20,55113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.1763153474925545,3.4098076751647035,0.0,0.0,3.4098076751647035,3.9908943128549716,0.0,4.214930536061732,0.0,2.2559418195298675,1.804753455623894,0.0,3.14462604639509,2.7952231523511912,3.9819336762295494,4.203152213797858,3.8952718549659298,0.0
1,0,21,99353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.800851726528544,3.9908943128549716,3.070737907504308,2.6033969139963222,2.9550132695385667,0.4511883639059735,0.0,0.4511883639059735,0.0,1.3535650917179205,0.4511883639059735,1.3976115761755956,0.4511883639059735,2.2559418195298675,3.800851726528544,1.3976115761755956,2.0964173642633934,1.3535650917179205
1,0,22,53706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.7333333333333334,2.980392156862592,3.5406314224123303,3.2104903723907685,3.1857142857142855,3.208331545039232,1.804753455623894,3.527272727272711,3.152553912758602,2.7952231523511912,3.0645161034178368,3.0801415455835737,2.541991790449878,2.699999958879055,2.948275862068963,2.7954545454545454,3.4278004548885295,2.7278461401317626
1,0,23,90049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.515151515151515,3.4150943396225886,3.3832285893019147,2.8181766028511706,3.3260869565217392,3.351851851851823,2.660596208569981,3.2222222222222223,2.857142712670533,3.4288873323087787,3.6333332779977403,2.8506387948964083,3.1329466492805285,3.4814811607116742,3.4954954954954953,3.2222222222222223,3.5406314224123303,3.14462604639509
0,1,24,10023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7857140942884557,3.8461532004509498,3.63712818684235,4.0917692101976435,3.9305555555555554,4.305927295475164,1.804753455623894,4.045454545454546,3.89070511021083,1.804753455623894,3.3388044471136538,4.221447527912239,1.3535650917179205,3.973684210028259,3.499212964365374,4.561022071834253,4.389093490422669,2.782337039261378
1,0,25,01609,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.866666666659399,3.9999996314559665,3.2076687947404703,3.47119588532843,3.6666663288346357,3.14462604639509,1.3535650917179205,3.8946932386379816,3.404366971434476,1.804753455623894,2.50410333533524,0.902376727811947,1.3535650917179205,3.9908943128549716,3.72093023253492,3.68725025028419,3.92146950123631,2.2559418195298675
1,0,26,23112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.044776119402985,3.028571426274996,2.747946889026964,2.5161290112272767,2.751152073732719,3.081031360424172,0.0,3.420289855072464,2.28520030325902,1.804753455623894,2.152963647737582,2.5708503411663974,2.768096118519748,3.2941176470588234,2.9090909017672764,3.291666666665644,2.927912888550619,2.231483069139705
1,0,27,19130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5178729399268653,3.6501058698770867,2.225869631409102,2.7559161197326714,4.1999987152102545,4.701268674838086,0.0,4.359998666265883,2.875840988388008,4.57040060651804,1.7470144702194945,1.804753455623894,4.319089721875291,3.5394966010929325,3.63712818684235,4.586937419898282,4.701268674838086,3.14462604639509
0,1,28,14607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8946932386379816,4.0898371160756675,2.500525628454116,3.0801415455835737,3.8055555539719124,3.5178729399268653,0.0,3.8695652173873127,2.9551666518094093,3.7285923972853787,4.214930536061732,3.404366971434476,3.4207665538756897,4.041664413880591,3.5995557247052883,3.4545390615594993,4.091052293422792,2.50410333533524
1,0,29,33407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5444444444444443,3.517241281703969,1.804753455623894,0.0,3.5406314224123303,3.719138448566175,0.0,3.6666646229019793,3.0605707431875158,2.0964173642633934,3.5178729399268653,2.2559418195298675,1.3535650917179205,2.875840988388008,3.517241281703969,3.499999995164286,3.705744604113112,3.6170381510397913
0,1,30,19143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4098076751647035,1.804753455623894,1.3535650917179205,2.2559418195298675,3.3472246037095577,3.404366971434476,1.7470144702194945,3.4814811607116742,2.2559418195298675,1.804753455623894,0.902376727811947,0.902376727811947,2.7952231523511912,3.404366971434476,3.6170381510397913,4.080732610315164,3.14462604639509,0.0
1,0,31,06840,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.062224852008006,4.3577002121997905,3.6170381510397913,4.214930536061732,3.7264150943396226,4.221447527912239,1.3535650917179205,3.42855986737634,3.14462604639509,0.0,3.242254258509025,4.080732610315164,3.8952718549659298,3.863629213586282,4.091052293422792,3.9908943128549716,3.4207665538756897,3.800851726528544
0,1,32,19355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0957281871356415,1.7470144702194945,2.9551666518094093,2.50410333533524,3.4601201481496857,3.4207665538756897,0.0,4.047605398985957,1.804753455623894,1.3535650917179205,0.0,2.50410333533524,1.3535650917179205,4.092542945013703,3.2307239675492623,3.636356906904736,3.4098076751647035,1.804753455623894
1,0,33,55421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.942857142857143,3.621621620794507,2.7278461401317626,2.7777211124905246,3.0963855421686746,3.891891891003053,3.0605707431875158,3.441717791411043,3.3771580223297906,3.2682751591498436,3.5660377358490014,3.2351738607336693,3.588101918268251,3.162790697654682,3.8085106382957163,3.8068181818181817,3.521735553645689,3.2475735961227756
0,1,34,02135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9410299758028335,3.7676863835407683,4.180936899181399,4.092542945013703,3.841666666666667,3.9908943128549716,0.0,4.3170731706422645,3.4098076751647035,0.0,3.562258716376251,3.4098076751647035,2.782337039261378,3.790322580645161,4.080732610315164,3.6665918684874925,3.494028940438989,1.804753455623894
1,0,35,02482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5262763106587127,3.7905807417286677,2.5935552443406675,3.086704316974852,3.4594594594594597,3.65858785752394,0.0,3.732673267326733,2.50410333533524,2.4458202583072923,1.7470144702194945,3.1785712678459674,3.903773106762313,3.40983606557377,3.404366971434476,3.722146290737303,3.690794824692998,3.7328726033980764
1,0,36,94123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.130081300813008,4.047619047573024,4.29997357988688,4.411600719182276,4.144927536231884,4.419354801770985,4.488845615205001,4.333333333333333,3.6501058698770867,3.9908943128549716,3.8888095574867343,3.719138448566175,4.3300981281637005,4.32653061224416,4.0,4.21978021978022,4.184210525791345,3.9900849912933345
0,1,37,66212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4288873323087787,2.9180288326581225,3.6170381510397913,3.864448698519997,3.9310343736691413,0.4511883639059735,0.0,4.092542945013703,1.3976115761755956,0.0,0.9092820467105875,4.643592280703462,1.804753455623894,4.078947367909802,1.818564093421175,3.1824871634870564,3.4207665538756897,0.0
0,1,38,02215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3771580223297906,2.7278461401317626,3.8431097301850476,3.7134504927959076,3.6938775510197783,3.0605707431875158,1.804753455623894,3.5681818181695983,0.0,0.0,0.0,3.7993027751210144,1.3535650917179205,3.508196721311475,2.4458202583072923,3.1774897380623472,3.14462604639509,0.0
1,0,39,61820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5806580675199835,3.6108091402021167,3.9908943128549716,3.63712818684235,3.892856946013601,3.7993027751210144,0.0,3.722146290737303,0.0,2.2559418195298675,2.7278461401317626,0.0,3.6170381510397913,3.3472246037095577,2.97531075885294,3.2475735961227756,1.804753455623894,0.0
1,0,40,10543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.24489795918312,3.4590163934426226,2.2559418195298675,3.491324367381668,3.35281654657853,1.7470144702194945,0.0,3.9523676248921698,3.4288873323087787,2.2559418195298675,1.3535650917179205,2.782337039261378,1.3535650917179205,3.5806580675199835,3.2916648319233675,3.6908286169463347,3.5853658535842534,2.0964173642633934
0,1,41,15116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.65858785752394,4.546410233552938,2.7952231523511912,3.3388044471136538,2.2805110359171263,0.0,0.0,3.6501058698770867,3.494028940438989,0.0,2.0904684495906993,2.2559418195298675,0.6988057880877978,3.65858785752394,4.214930536061732,2.5938034068072198,3.864448698519997,0.0
1,0,42,24502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.792,3.8059701492537314,3.63712818684235,3.812987685674817,3.745762711864405,3.588101918268251,1.3535650917179205,3.6829268291919885,3.739126637204065,2.2559418195298675,3.537011706997456,3.3388044471136538,3.800851726528544,3.9473242283493053,3.7916666666666665,3.589285714285705,4.163555892465097,3.63712818684235
1,0,43,60614,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3388044471136538,2.2559418195298675,3.494028940438989,2.2559418195298675,4.199481678822837,1.804753455623894,0.0,3.4207665538756897,0.0,0.0,0.0,2.2559418195298675,0.0,4.080732610315164,1.804753455623894,3.864448698519997,2.2559418195298675,0.0
1,0,44,98052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.785714285714276,3.7846153846153845,4.49990820223465,4.1999999968153245,3.898550724637681,3.719138448566175,0.0,3.666666665140821,3.519998923223832,2.7952231523511912,2.321428454044808,4.124720618961975,3.092315868252334,3.8275861006778484,3.6956521739092314,3.4374999842315628,4.092542945013703,2.4458202583072923
0,1,45,94110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.9218792362152897,3.166602068239198,2.727368195615195,2.7894424547001755,2.9574468085106385,2.273205116776469,0.0,2.8,3.2364431047327162,0.0,2.8506387948964083,3.1329466492805285,3.4207665538756897,3.0733333333333333,3.537011706997456,3.1643024782734734,3.0957281871356415,3.0801415455835737
1,0,46,75602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.9476359274829649,2.0964173642633934,0.0,0.0,1.818564093421175,0.0,0.4511883639059735,0.9092820467105875,0.4511883639059735,0.0,4.999999987412506,0.0,4.173505558892067,0.0,0.4511883639059735,4.53498002015032,0.0,0.0
1,0,47,94305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0605707431875158,1.3535650917179205,0.0,1.804753455623894,3.0605707431875158,3.4207665538756897,0.0,3.9999754231505866,0.0,0.0,0.0,0.0,0.0,3.7285923972853787,0.0,2.225869631409102,3.14462604639509,0.0
1,0,48,92107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.068062827225131,2.973684210526316,3.3947368416797707,2.8505747126436782,2.8625,3.3076917523878167,3.6170381510397913,3.3289473684210527,2.971428569175468,3.4098076751647035,2.809514335766723,3.5135135127110892,3.0434751698172624,3.2023809523809526,3.076923076923077,3.1739130434782608,3.3773584905659857,3.0833316147130283
1,0,49,77084,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.59375,3.40740709346249,3.5833313360178436,3.578907300370037,3.3747714155143433,3.7676863835407683,1.804753455623894,4.1363559816041375,2.50410333533524,3.494028940438989,2.500525628454116,3.47119588532843,3.0605707431875158,3.6908286169463347,3.6666663288346357,3.8275861006778484,4.189589240858002,0.0
0,1,50,98133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.97531075885294,2.4316906938817686,2.50410333533524,2.50410333533524,2.8663128918949514,2.0964173642633934,0.0,3.4372671824683128,0.0,0.0,2.50410333533524,2.0964173642633934,2.0964173642633934,3.0957281871356415,2.9551666518094093,3.3472246037095577,1.804753455623894,1.804753455623894
0,1,51,10562,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0964173642633934,0.0,4.370979485507825,4.377043248987183,3.769230136441931,1.3535650917179205,0.0,4.152144177779623,0.0,1.3535650917179205,3.3388044471136538,3.14462604639509,1.3535650917179205,3.7993027751210144,2.782337039261378,3.7285923972853787,0.0,0.0
1,0,52,72212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5396825396825395,2.9993253980274637,0.0,0.0,3.421014331236065,3.223253322090685,0.0,3.8571298507983824,0.902376727811947,0.0,3.2307239675492623,0.0,2.500525628454116,3.47119588532843,3.5406314224123303,3.727272717889323,4.221447527912239,2.782337039261378
1,0,53,96931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9871794871794872,3.9770114942528734,4.117647053134454,3.948275862068962,4.266666666666667,4.333333333333332,2.2559418195298675,4.380952380952381,3.999999999954518,4.887854114334335,4.068965517241379,3.999999999992482,4.222222220465188,4.268041237113402,4.007352941176471,4.178343949044586,4.499999998127371,4.0898371160756675
1,0,54,56723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.7952231523511912,1.804753455623894,0.902376727811947,2.225869631409102,4.027777776101659,2.4458202583072923,0.0,3.9945585278498084,1.804753455623894,0.0,2.2559418195298675,1.804753455623894,1.804753455623894,3.864448698519997,2.7952231523511912,1.804753455623894,1.804753455623894,3.63712818684235
0,1,55,55303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.173505558892067,1.804753455623894,3.8952718549659298,4.0917692101976435,3.8952718549659298,2.50410333533524,1.3535650917179205,4.075252618931851,0.0,0.0,0.0,0.0,0.0,3.3388044471136538,2.2559418195298675,4.080732610315164,4.319089721875291,1.3535650917179205
1,0,56,60440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.2150235750416645,0.0,4.75106465816068,4.863381387763537,3.925925564206782,4.413369246013003,2.2559418195298675,3.7812499826547192,0.0,2.2559418195298675,0.0,3.494028940438989,2.2559418195298675,3.595167166947302,1.3535650917179205,3.9997290850540366,4.203152213797858,0.0
1,0,57,30350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.7777211124905246,2.493803119558334,3.404366971434476,2.6735834343444176,2.999994448196407,2.5938034068072198,0.0,3.789431259215333,0.0,0.0,2.3227946444672374,2.7278461401317626,0.4511883639059735,0.4511883639059735,2.875840988388008,2.4512063693623825,3.6108091402021167,0.0
1,0,58,30303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.703030303030303,3.740740740740741,4.523794269454893,4.031249981507924,4.051724137931035,4.285714069005799,3.14462604639509,4.2706766917293235,4.1665816687357875,4.75106465816068,3.7045454545327674,4.187216385915945,4.277690513235408,4.113636363622275,3.6209150326797386,3.7142857142857144,4.485714282312966,3.65858785752394
0,1,59,55413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3332653349886296,3.4141158318213796,3.0605707431875158,3.65858785752394,3.358490566037684,2.9959188958873564,0.902376727811947,3.5217391304347827,2.4458202583072923,3.760715138661241,1.98354050590196,3.7333332764747422,3.812987685674817,3.612903225806451,3.0622925807444967,3.5237976414701273,3.925925564206782,3.7285923972853787
1,0,60,72118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4347791202223386,3.6206895546952618,3.14462604639509,4.46296613827941,3.1153840923652694,3.3472246037095577,0.0,3.4141158318213796,3.864448698519997,1.7470144702194945,2.225869631409102,0.0,3.333322093282553,3.903773106762313,3.5806580675199835,3.736800269504009,2.9551666518094093,2.0964173642633934
1,0,61,95122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.799654452548557,1.5203406906114179,1.3535650917179205,2.0964173642633934,2.9987707950630607,1.7470144702194945,0.0,3.6108091402021167,0.4511883639059735,0.0,2.500525628454116,0.0,1.3535650917179205,2.225869631409102,2.4316906938817686,2.6033969139963222,1.804753455623894,0.0
0,1,62,98105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3012048192771086,3.3333333333270683,4.3621624455093135,3.9945585278498084,3.4213836477987423,3.619047619006469,3.8952718549659298,3.6404958677685952,2.9051334747998605,3.833255135236924,3.1872841146524356,3.699977266414293,3.7499998103800745,3.350515463917526,3.320754716981081,3.524390243902439,3.6666666108234076,3.8445779423885393
1,0,63,54902,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.266263527973317,2.782337039261378,4.370979485507825,3.4098076751647035,3.374999999872589,3.9908943128549716,2.4458202583072923,3.6944444429070393,0.0,3.14462604639509,3.3063370304541437,0.0,3.3388044471136538,3.5394966010929325,3.359060580237339,2.791665110618552,4.370979485507825,0.0
